AL,6.3
AK,6.5
AZ,8.3
AR,7.4
CA,8.9
CO,7.0
CT,8.1
DE,7.3
FL,7.0
GA,8.7
HI,4.3
ID,6.8
IL,9.2
IN,8.1
IA,4.9
KS,5.9
KY,8.4
LA,7.0
ME,7.0
MD,7.0
MA,7.2
MI,9.0
MN,5.1
MS,8.5
MO,7.2
MT,5.3
NE,4.2
NV,9.5
NH,5.0
NJ,8.5
NM,6.8
NY,7.6
NC,8.7
ND,3.0
OH,7.3
OK,5.3
OR,8.1
PA,7.7
RI,9.1
SC,8.1
SD,3.8
TN,8.5
TX,6.4
UT,4.7
VT,4.6
VA,5.8
WA,7.0
WV,6.3
WI,6.7
WY,4.6
